Title,Title_URL,Image,listeritemimage_URL,listeritemindex,Year,certificate,Time,genre,iplratingstar,iplratinginteractive__starcontainer__divcontains_class_iplratingstar,Score,Content,textmuted,textmuted_URL,textmuted1,textmuted_URL2,textmuted3,textmuted_URL4,textmuted5,textmuted_URL6,textmuted7,textmuted_URL8,textmuted9,textmuted_URL10,textmuted11,textmuted12,textmuted13,Text,directors,boxoffice
Man of the House,https://www.imdb.com/title/tt0113755/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0113755/?ref_=ttls_li_i,80.,(1995),U,96 min,"
Comedy, Family            ",5.2,Rate,,"
    A young boy refuses to accept his mother's new boyfriend, a lawyer, despite the man's attempts to win his respect. Meanwhile, disgruntled relative of a criminal he prosecuted seek revenge.","
    Director:
James Orr
                 | 
    Stars:
Chevy Chase, 
Farrah Fawcett, 
Jonathan Taylor Thomas, 
George Wendt
    ",https://www.imdb.com/name/nm0650561/?ref_=ttls_li_dr_0,James Orr,https://www.imdb.com/name/nm0000331/?ref_=ttls_li_st_0,Chevy Chase,https://www.imdb.com/name/nm0000396/?ref_=ttls_li_st_1,Farrah Fawcett,https://www.imdb.com/name/nm0001795/?ref_=ttls_li_st_2,Jonathan Taylor Thomas,https://www.imdb.com/name/nm0001841/?ref_=ttls_li_st_3,George Wendt,,,"8,661",$40.07M,"
                        1h 36min
                    ","
        Director:
James Orr    ","
    Production Co:
 All Girl Productions, Forever Girls Productions, Marty Katz Productions      
        See more »
      
    "
Blank Cheque,https://www.imdb.com/title/tt0109287/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0109287/?ref_=ttls_li_i,81.,(1994),PG,93 min,"
Comedy, Crime, Family            ",5.3,Rate,"
42        
        Metascore
        ","
    After a bike accident, a young boy inadvertently gains possession of a check for $1 million and proceeds to spend it, unaware that the gangsters to whom it belongs are in pursuit.","
    Director:
Rupert Wainwright
                 | 
    Stars:
Brian Bonsall, 
Karen Duffy, 
James Rebhorn, 
Jayne Atkinson
    ",https://www.imdb.com/name/nm0906548/?ref_=ttls_li_dr_0,Rupert Wainwright,https://www.imdb.com/name/nm0095176/?ref_=ttls_li_st_0,Brian Bonsall,https://www.imdb.com/name/nm0240565/?ref_=ttls_li_st_1,Karen Duffy,https://www.imdb.com/name/nm0714310/?ref_=ttls_li_st_2,James Rebhorn,https://www.imdb.com/name/nm0040739/?ref_=ttls_li_st_3,Jayne Atkinson,,,"18,873",$30.58M,"
                        1h 33min
                    ","
        Director:
Rupert Wainwright    ","
    Production Co:
 Walt Disney Pictures, Agelson, Baumgarten      
        See more »
      
    "
The Luck of the Irish,https://www.imdb.com/title/tt0274636/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0274636/?ref_=ttls_li_i,82.,(2001 TV Movie),,86 min,"
Adventure, Comedy, Drama            ",6.2,Rate,,"
    A teenager must battle for a gold charm to keep his family from being controlled by an evil leprechaun.","
    Director:
Paul Hoen
                 | 
    Stars:
Ryan Merriman, 
Henry Gibson, 
Alexis Lopez, 
Glenndon Chatman
    ",https://www.imdb.com/name/nm0388505/?ref_=ttls_li_dr_0,Paul Hoen,https://www.imdb.com/name/nm0581365/?ref_=ttls_li_st_0,Ryan Merriman,https://www.imdb.com/name/nm0002099/?ref_=ttls_li_st_1,Henry Gibson,https://www.imdb.com/name/nm0519992/?ref_=ttls_li_st_2,Alexis Lopez,https://www.imdb.com/name/nm0154071/?ref_=ttls_li_st_3,Glenndon Chatman,,,"6,710",,"
                        1h 26min
                    ","
        Director:
Paul Hoen    ","
    Color:
        Color
    "
Treasure Planet,https://www.imdb.com/title/tt0133240/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0133240/?ref_=ttls_li_i,83.,(2002),U,95 min,"
Animation, Adventure, Family            ",7.2,Rate,"
60        
        Metascore
        ","
    A Disney animated version of ""Treasure Island"". The only difference is that this movie is set in outer space with alien worlds and other galactic wonders.","
    Directors:
Ron Clements, 
John Musker
                 | 
    Stars:
Joseph Gordon-Levitt, 
Emma Thompson, 
Martin Short, 
Roscoe Lee Browne
    ",https://www.imdb.com/name/nm0166256/?ref_=ttls_li_dr_0,Ron Clements,https://www.imdb.com/name/nm0615780/?ref_=ttls_li_dr_1,John Musker,https://www.imdb.com/name/nm0330687/?ref_=ttls_li_st_0,Joseph Gordon-Levitt,https://www.imdb.com/name/nm0000668/?ref_=ttls_li_st_1,Emma Thompson,https://www.imdb.com/name/nm0001737/?ref_=ttls_li_st_2,Martin Short,https://www.imdb.com/name/nm0001975/?ref_=ttls_li_st_3,Roscoe Lee Browne,"101,603",$38.18M,"
                        1h 35min
                    ","
        Directors:
Ron Clements, John Musker    ","
    Production Co:
 Walt Disney Animation Studios, Walt Disney Pictures      
        See more »
      
    "
The Santa Clause,https://www.imdb.com/title/tt0111070/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0111070/?ref_=ttls_li_i,84.,(1994),U,97 min,"
Comedy, Drama, Family            ",6.5,Rate,"
57        
        Metascore
        ","
    When a man inadvertently makes Santa fall off of his roof on Christmas Eve, he finds himself magically recruited to take his place.","
    Director:
John Pasquin
                 | 
    Stars:
Tim Allen, 
Judge Reinhold, 
Wendy Crewson, 
Eric Lloyd
    ",https://www.imdb.com/name/nm0664756/?ref_=ttls_li_dr_0,John Pasquin,https://www.imdb.com/name/nm0000741/?ref_=ttls_li_st_0,Tim Allen,https://www.imdb.com/name/nm0001662/?ref_=ttls_li_st_1,Judge Reinhold,https://www.imdb.com/name/nm0187724/?ref_=ttls_li_st_2,Wendy Crewson,https://www.imdb.com/name/nm0005156/?ref_=ttls_li_st_3,Eric Lloyd,,,"96,234",$144.83M,"
                        1h 37min
                    ","
        Director:
John Pasquin    ","
Cumulative Worldwide Gross: $189,833,357        "
I'll Be Home for Christmas,https://www.imdb.com/title/tt0155753/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0155753/?ref_=ttls_li_i,85.,(1998),PG,86 min,"
Comedy, Family            ",5.5,Rate,,"
    A college student faces an impossible journey when he is left stranded in the desert, thousands of miles from home, with no money and only a few days left until Christmas.","
    Director:
Arlene Sanford
                 | 
    Stars:
Jonathan Taylor Thomas, 
Jessica Biel, 
Adam LaVorgna, 
Gary Cole
    ",https://www.imdb.com/name/nm0762541/?ref_=ttls_li_dr_0,Arlene Sanford,https://www.imdb.com/name/nm0001795/?ref_=ttls_li_st_0,Jonathan Taylor Thomas,https://www.imdb.com/name/nm0004754/?ref_=ttls_li_st_1,Jessica Biel,https://www.imdb.com/name/nm0492220/?ref_=ttls_li_st_2,Adam LaVorgna,https://www.imdb.com/name/nm0170550/?ref_=ttls_li_st_3,Gary Cole,,,"9,293",$12.21M,"
                        1h 26min
                    ","
        Director:
Arlene Sanford    ","
Cumulative Worldwide Gross: $12,214,338        "
Muppet Treasure Island,https://www.imdb.com/title/tt0117110/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0117110/?ref_=ttls_li_i,86.,(1996),U,99 min,"
Action, Adventure, Comedy            ",7,Rate,"
64        
        Metascore
        ","
    The Muppets' twist on the classic tale.","
    Directors:
Brian Henson, 
David Lane
                 | 
    Stars:
Tim Curry, 
Billy Connolly, 
Jennifer Saunders, 
Kevin Bishop
    ",https://www.imdb.com/name/nm0005008/?ref_=ttls_li_dr_0,Brian Henson,https://www.imdb.com/name/nm0485298/?ref_=ttls_li_dr_1,David Lane,https://www.imdb.com/name/nm0000347/?ref_=ttls_li_st_0,Tim Curry,https://www.imdb.com/name/nm0175262/?ref_=ttls_li_st_1,Billy Connolly,https://www.imdb.com/name/nm0766837/?ref_=ttls_li_st_2,Jennifer Saunders,https://www.imdb.com/name/nm0084107/?ref_=ttls_li_st_3,Kevin Bishop,"21,408",$33.61M,"
                        1h 39min
                    ","
        Directors:
Brian Henson, David Lane (uncredited)    ","
    Production Co:
 Walt Disney Pictures, Jim Henson Productions      
        See more »
      
    "
An Extremely Goofy Movie,https://www.imdb.com/title/tt0208185/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0208185/?ref_=ttls_li_i,87.,(2000 Video),U,79 min,"
Animation, Comedy, Family            ",6.4,Rate,,"
    Max goes to college, but to his embarassment his father loses his job and goes to his son's campus.","
    Director:
Douglas McCarthy
                 | 
    Stars:
Bill Farmer, 
Jason Marsden, 
Jeff Bennett, 
Jim Cummings
    ",https://www.imdb.com/name/nm0565119/?ref_=ttls_li_dr_0,Douglas McCarthy,https://www.imdb.com/name/nm0267724/?ref_=ttls_li_st_0,Bill Farmer,https://www.imdb.com/name/nm0005189/?ref_=ttls_li_st_1,Jason Marsden,https://www.imdb.com/name/nm0071818/?ref_=ttls_li_st_2,Jeff Bennett,https://www.imdb.com/name/nm0191906/?ref_=ttls_li_st_3,Jim Cummings,,,"9,984",,"
                        1h 19min
                    ","
        Director:
Douglas McCarthy    ","
    Sound Mix:
        Dolby Digital
    "
Flubber,https://www.imdb.com/title/tt0119137/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0119137/?ref_=ttls_li_i,88.,(1997),U,93 min,"
Comedy, Family, Sci-Fi            ",5.3,Rate,"
37        
        Metascore
        ","
    An absent-minded professor discovers ""flubber,"" a rubber-like super-bouncy substance.","
    Director:
Les Mayfield
                 | 
    Stars:
Robin Williams, 
Marcia Gay Harden, 
Christopher McDonald, 
Ted Levine
    ",https://www.imdb.com/name/nm0562645/?ref_=ttls_li_dr_0,Les Mayfield,https://www.imdb.com/name/nm0000245/?ref_=ttls_li_st_0,Robin Williams,https://www.imdb.com/name/nm0001315/?ref_=ttls_li_st_1,Marcia Gay Harden,https://www.imdb.com/name/nm0001520/?ref_=ttls_li_st_2,Christopher McDonald,https://www.imdb.com/name/nm0505971/?ref_=ttls_li_st_3,Ted Levine,,,"83,968",$92.98M,"
                        1h 33min
                    ","
        Director:
Les Mayfield    ","
Cumulative Worldwide Gross: $177,977,226        "
"Honey, I Shrunk the Kids",https://www.imdb.com/title/tt0097523/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0097523/?ref_=ttls_li_i,89.,(1989),U,93 min,"
Adventure, Comedy, Family            ",6.4,Rate,"
63        
        Metascore
        ","
    The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.","
    Director:
Joe Johnston
                 | 
    Stars:
Rick Moranis, 
Matt Frewer, 
Marcia Strassman, 
Kristine Sutherland
    ",https://www.imdb.com/name/nm0002653/?ref_=ttls_li_dr_0,Joe Johnston,https://www.imdb.com/name/nm0001548/?ref_=ttls_li_st_0,Rick Moranis,https://www.imdb.com/name/nm0001242/?ref_=ttls_li_st_1,Matt Frewer,https://www.imdb.com/name/nm0833519/?ref_=ttls_li_st_2,Marcia Strassman,https://www.imdb.com/name/nm0840133/?ref_=ttls_li_st_3,Kristine Sutherland,,,"141,853",$130.72M,"
                        1h 33min
                    ","
        Director:
Joe Johnston    ","
Cumulative Worldwide Gross: $222,724,172        "
"Honey, We Shrunk Ourselves!",https://www.imdb.com/title/tt0119310/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0119310/?ref_=ttls_li_i,90.,(1997 Video),PG,74 min,"
Action, Adventure, Comedy            ",5,Rate,,"
    Wayne Szalinzki, a wacky, absent-minded inventor, is back again but only this time he decides to use his infamous shrink machine just one more time. His wife Diane asks him to get rid of ...                See full summary »
","
    Director:
Dean Cundey
                 | 
    Stars:
Rick Moranis, 
Eve Gordon, 
Bug Hall, 
Robin Bartlett
    ",https://www.imdb.com/name/nm0005678/?ref_=ttls_li_dr_0,Dean Cundey,https://www.imdb.com/name/nm0001548/?ref_=ttls_li_st_0,Rick Moranis,https://www.imdb.com/name/nm0072126/?ref_=ttls_li_st_1,Eve Gordon,https://www.imdb.com/name/nm0355379/?ref_=ttls_li_st_2,Bug Hall,https://www.imdb.com/name/nm0000862/?ref_=ttls_li_st_3,Robin Bartlett,,,"13,429",,"
                        1h 14min
                    ","
        Director:
Dean Cundey    ","
    Sound Mix:
        Dolby
    "
Recess: School's Out,https://www.imdb.com/title/tt0265632/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0265632/?ref_=ttls_li_i,91.,(2001),U,82 min,"
Animation, Comedy, Family            ",6.6,Rate,"
43        
        Metascore
        ","
    TJ and company must save summer vacation from disappearing forever.","
    Director:
Chuck Sheetz
                 | 
    Stars:
Andrew Lawrence, 
Rickey D'Shon Collins, 
Jason Davis, 
Ashley Johnson
    ",https://www.imdb.com/name/nm0790746/?ref_=ttls_li_dr_0,Chuck Sheetz,https://www.imdb.com/name/nm0492620/?ref_=ttls_li_st_0,Andrew Lawrence,https://www.imdb.com/name/nm0172636/?ref_=ttls_li_st_1,Rickey D'Shon Collins,https://www.imdb.com/name/nm0204771/?ref_=ttls_li_st_2,Jason Davis,https://www.imdb.com/name/nm0424534/?ref_=ttls_li_st_3,Ashley Johnson,,,"9,403",$36.70M,"
                        1h 22min
                    ","
        Director:
Chuck Sheetz    ","
    Production Co:
 Disney Television Animation, Disneytoon Studios, Studio Ghibli      
        See more »
      
    "
Tuck Everlasting,https://www.imdb.com/title/tt0283084/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0283084/?ref_=ttls_li_i,92.,(2002),PG,90 min,"
Drama, Family, Fantasy            ",6.6,Rate,"
66        
        Metascore
        ","
    A young woman meets and falls in love with a young man who is part of a family of immortals.","
    Director:
Jay Russell
                 | 
    Stars:
Alexis Bledel, 
Jonathan Jackson, 
Sissy Spacek, 
William Hurt
    ",https://www.imdb.com/name/nm0751221/?ref_=ttls_li_dr_0,Jay Russell,https://www.imdb.com/name/nm0088127/?ref_=ttls_li_st_0,Alexis Bledel,https://www.imdb.com/name/nm0005044/?ref_=ttls_li_st_1,Jonathan Jackson,https://www.imdb.com/name/nm0000651/?ref_=ttls_li_st_2,Sissy Spacek,https://www.imdb.com/name/nm0000458/?ref_=ttls_li_st_3,William Hurt,,,"21,034",$19.16M,"
                        1h 30min
                    ","
        Director:
Jay Russell    ","
Cumulative Worldwide Gross: $19,344,615        "
Pooh's Grand Adventure: The Search for Christopher Robin,https://www.imdb.com/title/tt0119918/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0119918/?ref_=ttls_li_i,93.,(1997 Video),U,76 min,"
Animation, Adventure, Comedy            ",7.1,Rate,,"
    Winnie the Pooh and company embark on a quest to rescue Christopher Robin from certain doom in a place called ""Skull"" after misreading a note he left for them.","
    Director:
Karl Geurs
                 | 
    Stars:
Jim Cummings, 
John Fiedler, 
Ken Sansom, 
Andre Stojka
    ",https://www.imdb.com/name/nm0315324/?ref_=ttls_li_dr_0,Karl Geurs,https://www.imdb.com/name/nm0191906/?ref_=ttls_li_st_0,Jim Cummings,https://www.imdb.com/name/nm0275835/?ref_=ttls_li_st_1,John Fiedler,https://www.imdb.com/name/nm0763052/?ref_=ttls_li_st_2,Ken Sansom,https://www.imdb.com/name/nm0831254/?ref_=ttls_li_st_3,Andre Stojka,,,"5,198",,"
                        1h 16min
                    ","
        Director:
Karl Geurs    ","
    Color:
        Color
    "
Brother Bear,https://www.imdb.com/title/tt0328880/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0328880/?ref_=ttls_li_i,94.,(2003),U,85 min,"
Animation, Adventure, Comedy            ",6.8,Rate,"
48        
        Metascore
        ","
    When a young Inuit hunter needlessly kills a bear, he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back.","
    Directors:
Aaron Blaise, 
Robert Walker
                 | 
    Stars:
Joaquin Phoenix, 
Jeremy Suarez, 
Rick Moranis, 
Jason Raize
    ",https://www.imdb.com/name/nm0086431/?ref_=ttls_li_dr_0,Aaron Blaise,https://www.imdb.com/name/nm1074107/?ref_=ttls_li_dr_1,Robert Walker,https://www.imdb.com/name/nm0001618/?ref_=ttls_li_st_0,Joaquin Phoenix,https://www.imdb.com/name/nm0836836/?ref_=ttls_li_st_1,Jeremy Suarez,https://www.imdb.com/name/nm0001548/?ref_=ttls_li_st_2,Rick Moranis,https://www.imdb.com/name/nm0707262/?ref_=ttls_li_st_3,Jason Raize,"96,130",$85.34M,"
                        1h 25min
                    ","
        Directors:
Aaron Blaise (as Aarön Blaise), Robert Walker (as Röbert Walker)    ","
Cumulative Worldwide Gross: $250,397,798        "
Herbie Fully Loaded,https://www.imdb.com/title/tt0400497/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0400497/?ref_=ttls_li_i,95.,(2005),U,101 min,"
Adventure, Comedy, Family            ",4.8,Rate,"
47        
        Metascore
        ","
    Maggie Peyton, the new owner of Herbie, Number 53, the free-wheelin' Volkswagen bug with a mind of its own, puts the car through its paces on the road to becoming a NASCAR competitor.","
    Director:
Angela Robinson
                 | 
    Stars:
Lindsay Lohan, 
Michael Keaton, 
Cheryl Hines, 
Breckin Meyer
    ",https://www.imdb.com/name/nm1286340/?ref_=ttls_li_dr_0,Angela Robinson,https://www.imdb.com/name/nm0517820/?ref_=ttls_li_st_0,Lindsay Lohan,https://www.imdb.com/name/nm0000474/?ref_=ttls_li_st_1,Michael Keaton,https://www.imdb.com/name/nm0385644/?ref_=ttls_li_st_2,Cheryl Hines,https://www.imdb.com/name/nm0005227/?ref_=ttls_li_st_3,Breckin Meyer,,,"44,878",$66.02M,"
                        1h 41min
                    ","
        Director:
Angela Robinson    ","
Cumulative Worldwide Gross: $144,146,816        "
The Game Plan,https://www.imdb.com/title/tt0492956/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0492956/?ref_=ttls_li_i,96.,(2007),U,110 min,"
Comedy, Family, Sport            ",6.1,Rate,"
44        
        Metascore
        ","
    An NFL quarterback living the bachelor lifestyle discovers that he has an 8-year-old daughter from a previous relationship.","
    Director:
Andy Fickman
                 | 
    Stars:
Dwayne Johnson, 
Kyra Sedgwick, 
Madison Pettis, 
Roselyn Sanchez
    ",https://www.imdb.com/name/nm0275698/?ref_=ttls_li_dr_0,Andy Fickman,https://www.imdb.com/name/nm0425005/?ref_=ttls_li_st_0,Dwayne Johnson,https://www.imdb.com/name/nm0001718/?ref_=ttls_li_st_1,Kyra Sedgwick,https://www.imdb.com/name/nm2202521/?ref_=ttls_li_st_2,Madison Pettis,https://www.imdb.com/name/nm0761052/?ref_=ttls_li_st_3,Roselyn Sanchez,,,"58,474",$90.65M,"
                        1h 50min
                    ","
        Director:
Andy Fickman    ","
Cumulative Worldwide Gross: $147,880,543        "
Ice Princess,https://www.imdb.com/title/tt0396652/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0396652/?ref_=ttls_li_i,97.,(2005),U,98 min,"
Comedy, Drama, Family            ",6,Rate,"
55        
        Metascore
        ","
    With the help of her coach, her mom, and the boy who drives the Zamboni machine, nothing can stop Casey (Trachtenberg) from realizing her dream to be a champion figure skater.","
    Director:
Tim Fywell
                 | 
    Stars:
Michelle Trachtenberg, 
Kim Cattrall, 
Trevor Blumas, 
Joan Cusack
    ",https://www.imdb.com/name/nm0299563/?ref_=ttls_li_dr_0,Tim Fywell,https://www.imdb.com/name/nm0005502/?ref_=ttls_li_st_0,Michelle Trachtenberg,https://www.imdb.com/name/nm0000326/?ref_=ttls_li_st_1,Kim Cattrall,https://www.imdb.com/name/nm0089720/?ref_=ttls_li_st_2,Trevor Blumas,https://www.imdb.com/name/nm0000349/?ref_=ttls_li_st_3,Joan Cusack,,,"24,757",$24.38M,"
                        1h 38min
                    ","
        Director:
Tim Fywell    ","
    Production Co:
 Walt Disney Pictures, Bridget Johnson Films, Skate Away Productions      
        See more »
      
    "
Max Keeble's Big Move,https://www.imdb.com/title/tt0273799/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0273799/?ref_=ttls_li_i,98.,(2001),PG,86 min,"
Comedy, Crime, Family            ",5.4,Rate,"
40        
        Metascore
        ","
    Max Keeble, the victim of his 7th grade class, plots revenge when he learns he's moving; it backfires when he doesn't move after all.","
    Director:
Tim Hill
                 | 
    Stars:
Alex D. Linz, 
Larry Miller, 
Jamie Kennedy, 
Zena Grey
    ",https://www.imdb.com/name/nm0384722/?ref_=ttls_li_dr_0,Tim Hill,https://www.imdb.com/name/nm0513281/?ref_=ttls_li_st_0,Alex D. Linz,https://www.imdb.com/name/nm0588777/?ref_=ttls_li_st_1,Larry Miller,https://www.imdb.com/name/nm0005085/?ref_=ttls_li_st_2,Jamie Kennedy,https://www.imdb.com/name/nm0340720/?ref_=ttls_li_st_3,Zena Grey,,,"7,430",$17.29M,"
                        1h 26min
                    ","
        Director:
Tim Hill    ","
Cumulative Worldwide Gross: $18,634,654        "
Snow Dogs,https://www.imdb.com/title/tt0281373/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0281373/?ref_=ttls_li_i,99.,(2002),PG,99 min,"
Adventure, Comedy, Family            ",5.2,Rate,"
29        
        Metascore
        ","
    When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.","
    Director:
Brian Levant
                 | 
    Stars:
Cuba Gooding Jr., 
James Coburn, 
Sisqó, 
Nichelle Nichols
    ",https://www.imdb.com/name/nm0505152/?ref_=ttls_li_dr_0,Brian Levant,https://www.imdb.com/name/nm0000421/?ref_=ttls_li_st_0,Cuba Gooding Jr.,https://www.imdb.com/name/nm0000336/?ref_=ttls_li_st_1,James Coburn,https://www.imdb.com/name/nm0005437/?ref_=ttls_li_st_2,Sisqó,https://www.imdb.com/name/nm0629667/?ref_=ttls_li_st_3,Nichelle Nichols,,,"25,143",$81.17M,"
                        1h 39min
                    ","
        Director:
Brian Levant    ","
Cumulative Worldwide Gross: $115,035,090        "
Cadet Kelly,https://www.imdb.com/title/tt0294425/?ref_=ttls_li_tt,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,https://www.imdb.com/title/tt0294425/?ref_=ttls_li_i,100.,(2002 TV Movie),U,101 min,"
Comedy, Drama, Family            ",5.5,Rate,,"
    A fashion-conscious youngster is horrified when she is forced to move to military school.","
    Director:
Larry Shaw
                 | 
    Stars:
Hilary Duff, 
Christy Carlson Romano, 
Gary Cole, 
Shawn Ashmore
    ",https://www.imdb.com/name/nm0789834/?ref_=ttls_li_dr_0,Larry Shaw,https://www.imdb.com/name/nm0240381/?ref_=ttls_li_st_0,Hilary Duff,https://www.imdb.com/name/nm0005579/?ref_=ttls_li_st_1,Christy Carlson Romano,https://www.imdb.com/name/nm0170550/?ref_=ttls_li_st_2,Gary Cole,https://www.imdb.com/name/nm0039162/?ref_=ttls_li_st_3,Shawn Ashmore,,,"13,129",,"
                        1h 41min
                    ","
        Director:
Larry Shaw    ","
    Sound Mix:
        Stereo
|        Dolby Digital
    "
